id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_solicitado,taxa_juros,possibilidade_inadimplencia,percentual_renda,tempo_historico_solicitacoes,adimplente
xeberawr-1r2u,26,102000,Hipotecada,3,Educação,B,20000,11.36,0,0.2,4,N
cl4cdbob-wshb,23,65000,Hipotecada,7,Educação,B,5125,10.71,0,0.08,4,N
qhqlw1ul-hbhe,32,40000,Própria,2,Empreendimento,C,7000,12.68,0,0.17,10,S
1xnylryf-1q2x,23,85000,Hipotecada,6,Educação,D,9000,12.36,0,0.11,2,S
2isuym0z-wfmj,30,67000,Alugado,2,Empreendimento,A,9250,NULL,0,0.14,7,N
u5v7hdxl-wxyg,30,90000,Alugado,4,Educação,E,10000,14.18,0,0.11,10,S
kgouoik1-cyvt,26,52000,Alugado,10,"Reforma residencial",E,6000,15.68,0,0.12,3,N
8bmmilgl-2nrq,39,60197,Alugado,6,Pessoal,A,5200,NULL,0,0.09,11,N
zjnriyda-xgyb,26,51000,Hipotecada,10,Médico,A,15825,6.99,0,0.31,3,N
yzpgzdfi-vpd8,24,60000,Alugado,2,"Pegamento de dívidas",A,6400,NULL,0,0.11,4,N
lazj2g9z-rqb8,40,23004,Própria,2,Médico,A,7750,7.88,0,0.34,16,N
apxyfyjp-p03m,35,36000,Alugado,NULL,Médico,B,5000,9.91,0,0.14,5,N
twlta8ou-0z1f,23,37440,Alugado,0,Empreendimento,B,11000,NULL,0,0.29,2,N
v5tbbw9a-babh,26,39996,Alugado,5,Educação,C,4800,12.99,0,0.12,4,N
jxp1hkct-fe6y,22,24000,Alugado,0,Educação,A,8000,NULL,1,0.33,2,N
g3s497w4-jnnp,21,50460,Própria,4,Empreendimento,C,6000,13.49,0,0.12,3,N
x6pn1m6d-n8bk,23,69000,Alugado,3,Educação,B,15000,10.65,0,0.22,4,N
yyixpl3d-fbir,25,40000,Hipotecada,6,Médico,C,5000,12.61,0,0.13,4,S
isgpyyp5-c5uw,26,60000,Alugado,10,Empreendimento,B,5000,10.99,0,0.08,2,N
kjojrxfq-tjlk,31,84000,Hipotecada,2,Empreendimento,A,7600,7.51,0,0.09,5,N
gmloybns-kilc,25,36000,Hipotecada,5,Pessoal,A,6000,7.88,0,0.17,4,N
afzoq34y-lif9,23,101000,Hipotecada,7,Pessoal,E,20000,17.43,0,0.2,3,S
9q6dga7w-mws3,26,66000,Alugado,10,Pessoal,A,14000,6.62,0,0.21,3,N
780aievy-hcmo,24,37500,Alugado,2,"Pegamento de dívidas",C,1600,11.03,0,0.04,3,S
3kepooxg-pb46,41,46000,Hipotecada,3,Empreendimento,B,7700,11.71,0,0.17,17,N
xu4z5trj-xxlt,21,68004,Hipotecada,5,Educação,B,16000,11.26,0,0.24,3,N
bivqjhod-ovqo,22,66000,Própria,6,"Pegamento de dívidas",D,7500,17.58,0,0.11,4,S
zqslvqdb-iayk,23,50000,Alugado,2,Educação,A,7000,9.32,0,0.14,3,N
r92ky8bj-9zkh,23,39000,Própria,7,Médico,B,3000,10.62,0,0.08,2,N
ssz4uwhn-5abp,NULL,40452,NULL,4,Educação,B,4000,13.49,0,0.13,4,S
ow3v4s3n-7wnr,25,32000,Alugado,3,Empreendimento,C,10000,12.99,1,0.31,2,S
rz4usxvh-om7o,37,50000,Alugado,5,"Reforma residencial",B,8000,10.99,0,0.16,16,N
ldr3lees-ink6,24,75000,Hipotecada,8,Educação,A,5000,6.76,0,0.07,4,N
khxqgwkm-s6pm,25,24996,Alugado,1,Pessoal,C,4200,14.26,0,0.17,2,S
8eru8jpf-scy7,25,65600,Hipotecada,1,Médico,C,10000,11.78,0,0.15,2,S
narxlwpq-oz6d,24,77300,Alugado,4,Pessoal,A,3350,NULL,0,0.04,3,N
abtqofch-odcu,35,46000,Alugado,2,Pessoal,C,12800,13.48,0,0.28,8,S
03c5vbkb-p8u5,25,70000,Alugado,2,"Reforma residencial",C,7000,13.79,0,0.1,2,S
pin4mcbc-bvuo,NULL,38400,Alugado,NULL,"Pegamento de dívidas",A,15000,11.89,0,0.21,2,N
8okop0tc-gfgi,29,55000,Hipotecada,11,Médico,B,4000,10.99,0,0.07,6,N
hv0mynjm-dadr,25,84000,Hipotecada,0,Educação,F,2125,15.01,1,0.03,4,S
rsy8godf-alxc,27,57996,Hipotecada,1,Médico,A,4800,8.59,0,0.08,9,N
e09uheng-koan,27,40000,Alugado,3,Educação,A,5000,7.29,0,0.13,5,N
l9kccnau-sfej,33,24947,Alugado,3,"Reforma residencial",B,6625,12.69,1,0.27,9,N
nlsdywvd-yom3,37,79992,Hipotecada,2,Pessoal,C,9000,NULL,1,0.11,14,S
naa8j2rk-mmdt,27,30000,Alugado,8,Médico,A,5600,NULL,0,0.19,6,N
kilk8d1t-7y8j,28,200000,Hipotecada,2,Pessoal,A,15000,6.03,0,0.07,6,N
rgfemwwe-y81m,28,62000,Alugado,2,Médico,C,12800,13.16,0,0.21,5,S
wear5abf-oyif,22,22800,Hipotecada,5,Pessoal,A,2000,7.51,0,0.09,3,N
flcau2wi-mzlc,23,89000,Alugado,7,Educação,C,7000,NULL,0,0.08,3,N
bfqmjnjo-b9iz,39,170000,Alugado,9,"Pegamento de dívidas",C,17000,12.99,0,0.1,14,N
znw7ktox-ysf9,27,36000,Própria,5,Educação,B,14400,10.62,0,0.4,9,N
lmu7ltvt-xlib,28,42000,Alugado,0,Empreendimento,B,12000,11.11,0,0.29,9,N
wnhwm4ws-dpqm,27,37000,Alugado,1,Educação,B,13000,9.91,1,0.35,10,N
uyatb3wu-fppe,24,128000,Hipotecada,4,Educação,A,12000,6.03,0,0.09,2,N
phkmsonh-99q0,39,21600,Própria,0,Médico,A,6000,6.03,0,0.28,12,N
rlumw5d5-9rhw,26,101000,Hipotecada,6,Pessoal,A,16000,7.88,0,0.16,3,N
6sadc4d7-x9ma,23,69000,Alugado,7,"Pegamento de dívidas",D,6000,16.02,1,0.09,2,S
qb2org7n-nepr,29,30000,Alugado,7,Pessoal,A,6000,8.9,0,0.2,10,N
hlgbxt3j-jber,22,52700,Hipotecada,2,Educação,A,5000,9.63,0,0.09,4,N
agrztzkr-lpql,23,70000,Hipotecada,7,"Pegamento de dívidas",A,4400,6.76,0,0.06,4,N
dfr0e662-8jf4,24,41600,Alugado,0,Médico,B,8000,10.59,0,0.19,4,N
zmcpxg65-3fnk,23,30000,Alugado,NULL,Médico,B,3500,11.49,1,0.12,2,N
xy0zokp1-fnyt,25,86004,Alugado,1,Pessoal,C,15000,12.53,0,0.17,4,S
af4ewg6h-0ffw,22,36000,Alugado,3,Educação,C,9000,NULL,0,0.25,2,S
ay3aapsf-uhch,28,15600,Alugado,4,"Reforma residencial",B,5000,10.37,1,0.32,9,N
ciaz4bzw-bx2m,22,14400,Alugado,5,Empreendimento,A,2800,6.54,1,0.19,3,N
s7brbyjg-okqr,33,30000,Alugado,2,Médico,E,6000,19.42,1,0.2,9,S
suilrlon-mkry,27,40000,Hipotecada,4,"Reforma residencial",C,8000,14.72,0,0.2,7,N
sdrsday6-3zh0,22,88000,Hipotecada,6,Pessoal,B,16000,11.71,0,0.18,3,N
f6knltii-dydc,22,38400,Hipotecada,6,Pessoal,A,8500,7.14,0,0.22,3,N
gdb2ucmy-wwlt,24,80004,Alugado,1,Empreendimento,A,12000,7.29,0,0.15,3,N
dxkfcfji-jbpk,24,65000,Hipotecada,1,Médico,A,10000,8.59,0,0.15,3,N
ugl3esef-bjpq,26,137000,Hipotecada,3,Educação,A,21500,6.62,0,0.16,4,N
ot79xp4j-lony,25,33000,Alugado,5,Médico,A,9000,7.14,0,0.27,2,N
foufluro-ctme,23,98400,Hipotecada,7,Educação,A,9000,6.62,0,0.09,4,N
tcsxonkz-joku,23,62510,Hipotecada,5,Educação,B,12000,10.74,0,0.19,4,N
bz2mr6gr-nwxy,24,112500,Alugado,1,Pessoal,C,16000,12.29,0,0.14,3,N
9grxvura-xzrk,25,250000,Hipotecada,4,Educação,A,6000,9.07,NULL,0.09,3,N
sm6gsiwy-phuf,27,72000,Hipotecada,5,Médico,A,11500,6.91,0,0.16,10,N
phic0lwb-aweb,28,110244,Hipotecada,3,"Reforma residencial",D,18000,12.17,0,0.16,10,N
9qnwuex1-cijk,24,85850,Hipotecada,8,Médico,D,20000,NULL,1,0.2,4,S
uclmellm-pdi5,26,96000,Alugado,2,Educação,D,10000,15.28,1,0.1,2,S
ylrlpewt-6t35,26,70000,Alugado,3,Educação,E,5000,17.39,0,0.07,2,N
otde3klo-ogpt,38,87000,Alugado,3,"Reforma residencial",B,24250,NULL,0,0.28,12,N
f5s9cl2x-fzdl,22,89000,Hipotecada,6,Pessoal,C,16000,13.22,0,0.18,4,N
w1wohqld-dalx,24,35000,Alugado,0,Pessoal,A,1800,7.14,0,0.05,3,N
jdawdaez-ej2s,21,58951,Hipotecada,5,Médico,A,3000,7.51,0,0.05,4,N
k0jhzj9p-f7hn,31,200000,Hipotecada,NULL,Empreendimento,A,9000,7.88,0,0.04,6,N
fequql0q-yyd5,23,24000,Alugado,7,Empreendimento,C,5550,12.53,0,0.23,4,N
wymfyfsn-o51g,23,76896,Hipotecada,8,Educação,B,25000,11.71,0,0.33,2,N
deq6u4zc-z4rb,26,46500,Alugado,1,"Pegamento de dívidas",C,2500,14.72,0,0.05,3,S
voasnx48-zhxa,30,145000,Hipotecada,3,"Reforma residencial",A,9600,7.9,0,0.07,6,N
br3tccar-3a7b,21,33996,Alugado,3,Pessoal,B,5000,9.25,1,0.15,3,N
fwafxi3m-exsm,23,54000,Alugado,7,Pessoal,A,20375,7.49,1,0.38,2,N
ov6pqhyg-xccy,27,74400,Hipotecada,11,"Pegamento de dívidas",D,10000,16,1,0.13,6,S
l0fsxkm8-np0p,27,26000,NULL,11,Médico,A,12000,NULL,1,0.33,10,N
kdirfrx0-qn6o,26,45000,Alugado,5,"Pegamento de dívidas",A,7000,8.9,0,0.16,4,N
bkqclowz-zu5b,35,37000,Alugado,5,Médico,C,17000,13.49,1,0.46,10,S
y8ki7z4i-bbta,24,86000,Hipotecada,0,Pessoal,B,20000,10.99,1,0.23,4,N
c0zuyzhu-zlsu,27,19498,Alugado,3,"Reforma residencial",A,9575,6.62,1,0.49,9,N
f0k5fgxx-ddqb,28,101000,Hipotecada,4,Educação,B,5000,9.91,0,0.05,5,N
xu9u1xnd-rxdd,25,38000,Alugado,4,Médico,D,20000,14.59,1,0.53,4,N
bzp4ecmb-xfgh,25,105000,Hipotecada,2,"Pegamento de dívidas",B,9600,11.71,0,0.09,3,N
q5rdrshp-9goq,33,42000,Alugado,2,Pessoal,A,25000,11.12,0,NULL,8,NULL
bwbg5sxh-o8h3,21,45000,Hipotecada,4,Educação,A,5000,7.14,0,0.11,4,N
rz6jrret-kpud,23,72000,Hipotecada,7,Médico,B,5975,NULL,0,0.08,3,N
wntq1h0g-ndf5,25,86004,Alugado,1,Pessoal,C,15000,12.53,0,0.17,4,N
gfufdtif-xrm7,22,15000,Alugado,0,Empreendimento,D,5000,NULL,1,0.33,4,S
igte8vqe-ouno,23,125000,Hipotecada,7,Médico,B,10000,9.99,0,0.08,2,N
d9ukabqi-fp3l,30,26500,Alugado,14,"Pegamento de dívidas",C,10625,14.27,1,0.4,9,N
qwqzoebx-8oei,23,90000,Alugado,7,Educação,B,10000,12.69,0,0.11,4,N
uraqqaxe-cn38,30,61000,Hipotecada,4,Pessoal,A,4500,6.54,0,0.07,6,N
uelqciyy-vnyl,30,34000,Alugado,1,Empreendimento,C,7500,NULL,1,0.22,6,N
eohtuocn-coyl,23,NULL,Alugado,7,Médico,A,NULL,14.74,0,0.37,3,N
wnlkkajk-yuif,22,29534,Alugado,1,Educação,B,4800,11.99,0,0.16,4,N
e5gii3dz-wqid,22,15600,Alugado,5,Empreendimento,E,3200,17.93,1,0.21,4,N
pcdzqqrn-i3vn,23,70000,Hipotecada,4,Educação,A,8400,8,0,0.12,3,N
vsvsib8o-70ko,25,68496,Alugado,1,Empreendimento,A,6000,8,0,0.09,3,N
kiyyqz3m-2fxm,29,28000,Alugado,2,Médico,D,5000,16.07,1,0.18,8,N
k11xfjsp-nzlm,37,22800,Própria,18,Educação,A,7000,6.03,0,0.31,12,N
v4nabteu-4azf,46,72194,Alugado,8,"Reforma residencial",B,17000,8.88,0,0.24,14,N
pnzzzryr-h4oe,22,118812,Hipotecada,6,Médico,C,15000,13.35,0,0.13,2,N
uwx2tvka-yzsa,21,192000,Hipotecada,123,Empreendimento,A,20000,6.54,0,0.1,4,N
r0rridk2-tmqx,25,29120,Alugado,0,"Reforma residencial",D,6400,16.29,1,0.22,2,N
qyzjnztj-s2pa,30,40000,Alugado,4,Empreendimento,C,4500,14.26,0,0.11,6,S
cxrgrced-m3bm,48,57996,Alugado,2,"Reforma residencial",C,7000,13.61,0,0.12,12,S
9hdkeqji-zjrn,31,68000,Própria,1,Empreendimento,A,8000,7.9,0,0.12,5,N
grzcfuiv-ebyn,25,105000,Hipotecada,0,Educação,B,5000,11.48,0,0.05,2,N
scgbarxa-rlzs,23,78000,Alugado,2,Empreendimento,D,25000,16.32,1,0.32,3,S
hfs9y2bn-oskd,26,126000,Hipotecada,4,"Pegamento de dívidas",C,7500,13.92,0,0.06,2,N
kmp1gjxi-jkpm,29,87500,Alugado,2,Educação,B,11200,NULL,0,0.13,8,N
glpnopkx-3mhf,29,55500,Alugado,13,"Pegamento de dívidas",A,12000,7.88,0,0.22,8,N
uhkax5r2-e00q,34,89000,Hipotecada,17,"Pegamento de dívidas",B,10000,10.99,0,0.11,7,N
z5g1s4kk-zwf1,27,NULL,Alugado,0,Médico,B,8000,9.99,0,0.13,4,NULL
ikefvwox-qu9x,23,82000,Hipotecada,0,Médico,A,14400,NULL,0,0.18,2,N
qnignq9l-ptc2,22,30000,Alugado,0,Empreendimento,B,3600,12.21,0,0.12,3,N
gxs4jwzr-pmnc,27,119000,Hipotecada,NULL,"Pegamento de dívidas",D,35000,14.27,NULL,0.22,8,S
f56b6ar6-btit,27,70000,Hipotecada,7,Empreendimento,D,8000,16,0,0.11,10,N
ksljsupc-p69k,41,56448,Alugado,5,Empreendimento,B,10000,9.99,0,0.18,17,N
srsw3tso-7o1u,22,32004,Hipotecada,6,Educação,B,10000,10.83,0,0.31,3,N
x3cpww3z-eywl,41,100000,Alugado,3,Pessoal,B,12000,10.74,0,0.12,14,N
tu7g9ohy-x88e,39,48000,Hipotecada,NULL,"Pegamento de dívidas",A,3000,5.42,0,0.06,11,N
dmpse20l-tabf,22,70550,Alugado,6,Médico,D,15000,16.77,1,0.18,2,S
gc4rspty-hd6n,36,42000,Alugado,7,Pessoal,B,15600,NULL,1,0.37,14,N
d6bqh5zz-2dmx,27,67000,Hipotecada,1,Pessoal,A,4200,NULL,0,0.06,5,N
iq4ogpdb-dzed,29,40000,Alugado,1,"Reforma residencial",C,10000,13.16,1,0.25,7,N
5s0zp6js-nfkc,24,38004,Própria,3,Educação,C,3000,13.35,0,0.08,2,S
a79qhzo9-bvky,28,59160,Hipotecada,2,Pessoal,B,23500,NULL,0,0.4,6,N
zgnduqfs-y3ad,22,48000,Alugado,7,Pessoal,B,7200,12.69,0,0.15,2,N
9nx4hdaf-lcrj,25,67000,Alugado,3,Médico,A,7000,8.94,0,0.1,2,N
1gaeniyd-1qnx,40,55000,Alugado,14,Educação,A,18000,7.88,1,0.33,14,N
xdxiaujx-ntfc,33,59500,Hipotecada,6,Empreendimento,A,11000,NULL,0,0.18,8,N
ort1wmxj-16q8,22,70000,Alugado,4,Educação,C,27500,13.06,1,0.39,3,S
4pk8adyy-cxim,32,200000,Alugado,6,"Reforma residencial",E,35000,19.03,0,0.17,8,S
fg9ryz0t-fk9o,23,56400,Hipotecada,NULL,Educação,B,4000,11.49,0,0.07,4,N
ytdrjmpt-w6ya,22,41604,Própria,1,Educação,B,14400,NULL,0,0.35,4,N
pirpzstk-l3k5,21,44004,Alugado,2,"Reforma residencial",B,7000,11.46,1,0.16,2,N
om3dbluf-stmj,24,72000,Hipotecada,8,Empreendimento,B,18000,11.86,0,0.25,4,N
fhkcmw0o-yggi,28,50000,Alugado,0,Empreendimento,A,7000,6.92,0,0.14,9,N
ppopdos3-rwoh,32,57223,Alugado,0,Pessoal,B,15000,11.83,1,0.26,5,N
e0it52ql-7at7,24,37000,Hipotecada,4,Médico,A,4000,NULL,0,0.11,4,N
auidkkok-obex,29,180000,Hipotecada,9,Pessoal,A,15000,5.79,0,0.08,6,N
diotqdry-m6jc,28,75000,Hipotecada,3,"Reforma residencial",A,15000,8.9,0,0.2,9,N
mikc4ok5-l6dj,22,30000,Alugado,0,"Reforma residencial",C,9000,13.49,1,0.3,4,S
r3wtrjvy-ffhj,22,22000,Própria,1,"Pegamento de dívidas",D,8500,15.05,0,0.39,4,N
o5jcsrke-ybau,31,80000,Alugado,1,Educação,C,8000,12.61,0,0.1,7,S
ehxcy1vy-2yiv,22,124000,Hipotecada,6,Médico,C,11000,NULL,0,0.09,3,N
abpiz23q-pbh0,26,40000,Alugado,10,Empreendimento,D,10000,16.89,0,0.25,3,N
nsi0jung-lfik,25,30000,Alugado,0,Educação,E,1500,16.82,1,0.05,3,S
c4hjfvrc-bn6t,25,85000,Alugado,3,"Pegamento de dívidas",B,20000,10.25,0,0.24,3,N
jqerynqg-medc,25,41412,Alugado,NULL,Médico,B,7600,11.12,0,0.18,3,N
txewz0iu-vbth,21,26400,Própria,3,"Pegamento de dívidas",D,3000,14.54,0,0.11,4,N
ypnfvpwt-7lty,45,NULL,NULL,0,"Reforma residencial",A,10000,13.79,0,0.29,2,N
yhwjh13a-kdpe,23,23520,Alugado,8,Médico,A,4200,NULL,0,0.18,3,N
ij16cm5r-6yzs,53,24000,Alugado,5,Médico,B,4400,12.42,0,0.18,23,N
q0u4bm7l-hbud,24,36000,Alugado,2,Educação,C,1500,15.23,0,0.04,2,N
i9xpuby7-mhds,30,68000,Alugado,5,Educação,D,16000,14.09,0,0.24,5,N
kdlnnpvy-2lio,23,45288,Hipotecada,7,"Pegamento de dívidas",B,20500,9.25,0,0.45,2,N
zqxfcyoe-pres,29,75000,Alugado,2,Médico,A,6000,8.49,0,0.08,6,N
tynidnst-qg1z,25,93000,Hipotecada,1,Empreendimento,A,12000,6.62,0,0.13,2,N
thr49jfv-1rso,27,84000,Alugado,7,Empreendimento,C,12000,13.16,0,0.14,5,S
xdsuhxns-t0lm,31,29000,Alugado,4,Pessoal,B,3700,9.91,1,0.13,7,N
tdowwoce-auee,30,130000,Hipotecada,3,Educação,C,33250,13.06,0,0.26,5,S
v9lo8jpi-iw0x,39,100000,Hipotecada,9,"Pegamento de dívidas",A,3000,7.14,0,0.03,11,N
n7cy4fmj-rmwm,32,69000,Alugado,2,"Reforma residencial",D,14000,NULL,1,0.2,6,S
pjbjnwcu-osbc,NULL,NULL,Alugado,1,Educação,D,16800,16.49,0,0.2,8,N
hshl3yqe-iidw,30,21600,Alugado,2,"Pegamento de dívidas",C,1500,14.72,0,0.07,8,S
cya0haa6-7icw,23,74000,Hipotecada,0,"Pegamento de dívidas",B,17500,NULL,0,0.24,2,N
cci5l6xx-exwr,43,55000,Hipotecada,14,"Pegamento de dívidas",A,10000,6.03,0,0.18,11,N
52ipjhn2-equi,22,32000,Hipotecada,0,Empreendimento,A,6950,7.74,0,0.22,3,N
7itf5gsk-kl8k,24,86000,Alugado,8,Educação,A,6575,6.99,0,0.08,3,N
nunnodsp-6nzf,24,130000,Hipotecada,3,"Pegamento de dívidas",B,5000,12.42,0,0.04,2,N
pdeyueqc-xcaa,22,48000,Hipotecada,1,Pessoal,B,4000,9.63,0,0.08,2,N
yi99isbz-4uwq,24,48000,Hipotecada,8,Educação,A,3100,8.94,0,0.06,3,N
otmcyc4r-vjni,25,98000,Própria,0,Pessoal,A,2000,7.37,0,0.02,2,N
bp5dfajg-x82y,36,160000,Hipotecada,5,Educação,C,10000,12.73,0,0.06,15,S
zs6wiqe5-hobn,22,56208,Hipotecada,6,"Pegamento de dívidas",D,12000,16.29,1,0.21,2,S
s5ntaeyb-tdqj,25,39000,Hipotecada,9,"Reforma residencial",C,3000,13.99,0,0.08,3,S
0zwkz2vb-bpwh,25,80000,Hipotecada,2,Educação,B,22000,11.48,0,0.28,3,N
jh6wpyom-8peh,22,67145,Hipotecada,2,Educação,B,10000,10.62,0,0.15,4,N
6ult5fum-rank,33,116000,Hipotecada,5,Educação,C,15000,12.84,0,0.13,7,N
hji5iyxr-7b7v,24,72444,Hipotecada,7,"Reforma residencial",B,25000,10.74,0,0.35,4,N
sz3miirr-xeat,25,105000,Hipotecada,9,"Pegamento de dívidas",B,12000,NULL,0,0.11,2,N
zeyhflne-fwhu,24,425000,Hipotecada,8,Educação,A,10000,7.88,0,0.02,3,N
429dfrby-gzwb,26,83000,Hipotecada,2,Médico,B,25000,10.99,0,0.3,3,N
ncxadcdh-cryu,29,105000,Hipotecada,13,"Reforma residencial",A,12000,7.88,0,0.11,7,N
lerebp9z-t42z,26,79000,Alugado,7,"Reforma residencial",B,11500,11.99,0,0.15,3,N
mdlqwmce-2hn9,30,110000,Alugado,9,"Reforma residencial",C,16000,NULL,0,0.15,6,S
vdqswjvz-2l8i,24,37000,Alugado,3,Médico,E,5000,16.45,1,0.14,3,N
ybod707i-rreb,26,80000,Hipotecada,6,Pessoal,B,7000,NULL,0,0.19,2,NULL
uwhnanai-ozls,23,85000,Própria,7,Pessoal,D,14000,16.29,0,0.16,4,S
m7sleguc-dmwz,25,36000,Própria,2,Médico,A,8400,5.99,0,0.23,3,N
awsffthc-iasp,23,53664,Alugado,1,"Pegamento de dívidas",B,9000,12.21,0,0.17,4,N
hebui48h-fdjx,34,73000,Alugado,0,Pessoal,B,10000,11.11,0,0.14,10,N
zxdy8mrh-buwy,41,40000,Alugado,3,Pessoal,A,9200,7.49,0,0.23,15,N
rbt0m3hv-hwxe,29,100000,Própria,13,Pessoal,A,10000,6.92,0,0.1,8,N
sfgdlrse-5bg1,40,28000,Própria,18,Empreendimento,B,1600,9.99,0,0.06,17,N
1cs4wkbf-skca,28,27504,Própria,4,Pessoal,B,2000,11.12,0,0.07,8,N
o6j5hpiw-9ug6,26,55000,Alugado,7,"Pegamento de dívidas",A,18800,6.99,1,0.34,2,N
jvdx2xgq-phsm,22,23900,Alugado,0,Pessoal,B,9000,NULL,1,0.38,2,N
bbn7nj8x-lkcb,30,54000,Hipotecada,6,Médico,A,5375,NULL,0,0.1,5,N
osoidmio-ufii,25,27500,Hipotecada,NULL,Educação,A,9000,7.49,0,0.33,4,N
wpe2f3fa-23cm,25,33000,Alugado,0,Médico,A,1000,7.29,0,0.03,4,N
br2hnzpz-wjg7,31,94350,Hipotecada,5,Médico,D,15000,15.37,1,0.14,8,N
3jqcjnxq-sg7x,23,40800,Própria,NULL,Médico,A,21000,6.17,0,0.51,3,N
h3r8rm8a-dxni,31,40000,Alugado,3,Médico,B,2000,10.37,0,0.05,7,N
xvzrg3is-wkay,21,98000,Hipotecada,5,Pessoal,B,6000,10.59,0,0.06,4,N
i5iyafwy-rhps,24,26400,Alugado,4,Educação,A,8875,6.62,1,0.34,3,N
w54e0gfa-as7e,23,75000,Hipotecada,0,Médico,C,9500,NULL,0,0.13,4,S
cnrld0dn-fzjd,25,55000,Própria,9,Educação,C,10000,13.57,0,0.18,2,S
cb5am4r6-bpo4,21,29000,Alugado,5,"Pegamento de dívidas",B,10000,10,1,0.34,4,N
dsyecyeq-edoh,37,52700,Alugado,1,Empreendimento,C,7700,NULL,0,0.15,13,N
02qp5zly-yefk,22,63000,Hipotecada,2,Médico,C,8400,12.73,0,0.13,4,S
sgepwnh7-sgkt,25,96000,Própria,0,Educação,B,4000,9.88,0,0.04,3,N
hfprbthq-yctc,21,33280,Hipotecada,5,Empreendimento,C,11200,13.92,1,0.34,4,N
fdbjbsfo-2ezp,29,19200,Alugado,4,Pessoal,B,4000,10.37,1,0.21,6,N
o9mhp46q-jhq1,25,93000,Hipotecada,5,Médico,A,12000,7.88,0,0.13,4,N
gj2voped-nj0b,24,18000,Alugado,0,"Pegamento de dívidas",B,4000,NULL,1,0.22,3,N
d0yakuhn-e1cd,31,47000,Alugado,4,"Pegamento de dívidas",C,4500,11.03,0,0.1,7,S
ilyzporr-hfpw,24,110000,Própria,0,"Reforma residencial",C,10000,13.35,0,0.09,2,S
6bngbydo-nha2,23,25000,Própria,NULL,Médico,C,9000,5.79,NULL,0.11,10,NULL
rnbozp1y-udjp,25,57000,Alugado,5,Pessoal,A,NULL,NULL,0,NULL,2,N
pu4u0gjo-17kg,31,40000,Alugado,2,Educação,B,7000,9.62,0,0.17,9,N
bfdyij0n-wh3o,42,58000,Alugado,16,"Pegamento de dívidas",C,7500,12.99,0,0.13,17,N
fiof7a1p-rtzu,36,290000,Hipotecada,6,Pessoal,D,25000,15.65,0,0.09,16,N
hctuofiu-xxpr,24,60000,Alugado,0,Empreendimento,D,24000,14.96,1,0.4,4,N
zhj3e905-otua,25,27600,Alugado,NULL,"Reforma residencial",B,3500,10.99,1,0.13,4,N
backopsw-0fsc,33,38196,Alugado,1,Médico,B,4000,10,0,0.1,5,N
ak40lnyo-ngqg,22,35000,Alugado,5,Educação,B,3000,10.01,0,0.09,2,N
00wdjpfb-mpf8,26,95000,Hipotecada,0,Educação,D,20000,14.96,0,0.21,3,N
mixnexaj-kbl6,24,56000,Alugado,2,Educação,C,18000,13.48,1,0.32,3,N
lgaxels2-vqc4,36,72800,Alugado,3,"Reforma residencial",D,24000,14.09,1,0.33,16,N
7trtxnnk-ukjm,26,80040,Hipotecada,6,Pessoal,A,10000,NULL,1,0.12,2,N
u6qjakak-s2ep,36,75000,Hipotecada,9,Educação,B,15000,12.18,0,0.2,16,N
iidhqu9l-iaud,29,110000,Hipotecada,0,Educação,A,8500,7.51,0,0.08,10,N
b2dltkpz-dixw,29,103000,Hipotecada,13,Médico,A,4500,7.29,0,0.04,6,N
zigjbqin-tzme,28,60000,Alugado,10,"Reforma residencial",C,10500,15.27,0,0.17,6,S
q4mvuzgf-1hyh,23,70000,Alugado,2,Pessoal,C,4800,NULL,0,0.07,2,N
ca10rpzt-k8xb,26,64000,Hipotecada,9,"Pegamento de dívidas",D,8000,12.17,1,0.13,2,N
qlxymttb-nu1f,26,54600,Hipotecada,10,Pessoal,B,4800,NULL,0,0.09,2,N
dgkfm9i7-trd7,35,85000,Alugado,1,Empreendimento,A,3600,7.51,0,0.04,7,N
zzs78igs-86hn,48,30000,Hipotecada,21,Empreendimento,B,2100,12.42,0,0.07,16,N
hq1onuz9-wd7z,22,75000,Hipotecada,6,Educação,B,14825,12.69,0,0.2,3,N
srzrsf7o-h23d,41,37000,Hipotecada,3,Empreendimento,C,6000,12.99,0,0.16,11,N
dvyufhhn-pgxy,25,125000,Alugado,3,"Reforma residencial",B,7500,12.69,0,0.06,4,N
iedrfdms-2iek,39,40000,Própria,4,"Reforma residencial",A,15000,5.42,0,0.38,13,N
ca0z5suz-rmw4,22,36000,Própria,6,Educação,B,7500,9.63,0,0.21,2,N
atwwlhwg-sr45,23,37000,Alugado,2,Pessoal,B,2000,11.14,0,0.05,4,N
zflw0o2i-rcz3,26,120000,Hipotecada,10,"Reforma residencial",C,5600,13.49,0,0.05,3,S
mbkgvaaj-rdsj,27,44640,Alugado,0,Pessoal,B,12800,11.83,0,0.29,8,N
crgbymcz-baef,28,201000,Própria,4,Empreendimento,A,12000,NULL,0,0.06,8,N
zp5stwxx-bmlu,26,44400,Hipotecada,NULL,"Pegamento de dívidas",C,6500,14.35,0,0.15,3,N
5trsa24i-pfzk,30,28000,Alugado,1,Pessoal,C,7000,13.22,0,0.25,10,S
